,Name,Article_ID_x,Date_x,repeat_x,Article_ID_y,Date_y,repeat_y,career_length
3790,Mahsa Noori-daryan,6596222,2020-07-22,True,6586747,2021-03-23,True,244 days
3791,Mahsa T. Pourazad,6675654,2020-08-25,True,6676697,2022-04-27,True,610 days
3792,Mahua Bose,6710255,2018-01-12,True,6623211,2020-04-25,True,834 days
3793,Mai Bando,6779846,2020-04-01,True,6779683,2022-10-02,True,914 days
3794,Mai Gehrke,6766998,2017-05-17,True,6809787,2021-12-08,True,1666 days
3795,Mai S. Mabrouk,6636853,2020-10-26,True,6636662,2022-10-02,True,706 days
3796,Maija Nousiainen,6667453,2020-07-09,True,6801637,2022-10-02,True,815 days
3797,Maike Schwammberger,6566490,2018-09-28,True,6647314,2021-12-15,True,1174 days
3798,Maisie Rowland,6738376,2019-08-08,True,6732128,2020-01-31,True,176 days
3799,Maite López-Sánchez,6777495,2019-10-19,True,6634794,2020-03-24,True,157 days
3801,Maite Oronoz,6755234,2021-02-17,True,6735806,2021-10-14,True,239 days
3802,Maja Hadzic,6635461,2019-01-16,True,6722535,2020-05-11,True,481 days
3803,Maja J. Mataric,6776404,2017-05-18,True,6682603,2021-07-25,True,1529 days
3805,Maja Pantic,6658935,2020-02-20,True,6660020,2022-10-11,True,964 days
3806,Malika Bessedik,6628904,2020-09-01,True,6709555,2020-10-26,True,55 days
3808,Malika More,6766682,2017-05-17,True,6572868,2021-02-17,True,1372 days
3810,Manal A. Wahba,6737902,2017-07-19,True,6738314,2019-09-25,True,798 days
3812,Manal E. Ali,6797603,2021-07-25,True,6636297,2022-11-11,True,474 days
3814,Manisha J. Nene,6784309,2020-08-06,True,6784274,2022-02-08,True,551 days
3816,Manisha Mudgal,6619610,2021-09-20,True,6619734,2022-01-03,True,105 days
3817,Manjari Mehta,6590275,2020-05-20,True,6584412,2022-06-10,True,751 days
3818,Manon Stipulanti,6569005,2019-02-13,True,6637104,2019-09-16,True,215 days
3819,Mansooreh Ezhei,6757655,2020-08-27,True,6741220,2021-10-14,True,413 days
3820,Mansooreh Pakravan,6762931,2020-09-02,True,6685873,2022-01-18,True,503 days
3821,Mansoureh Labafniya,6708252,2021-04-09,True,6757667,2022-10-25,True,564 days
3822,Mansoureh Naderipour,6744907,2021-10-29,True,6643819,2022-04-09,True,162 days
3824,Manuela Chessa,6696985,2020-07-09,True,6691288,2020-12-29,True,173 days
3825,Manuela Ferrario,6759646,2020-09-02,True,6731545,2020-10-26,True,54 days
3826,Manuela González Vega,6709998,2022-04-08,True,6599527,2022-12-09,True,245 days
3827,Manuela I. Martín-Vicente,6734106,2018-11-14,True,6742276,2020-06-15,True,579 days
3829,Manuela M. Veloso,6776844,2017-05-18,True,6611652,2022-08-16,True,1916 days
3830,Manuela Montangero,6567970,2020-01-31,True,6571287,2021-02-17,True,383 days
3831,Manuela Paechter,6628454,2020-05-13,True,6692395,2020-10-01,True,141 days
3832,Mar Arenas Parra,6742885,2017-06-14,True,6793648,2020-09-05,True,1179 days
3834,Mara Abel,6789606,2004-05-24,True,6732472,2022-10-13,True,6716 days
3835,Mara Bruzzi,6602241,2020-06-08,True,6604611,2021-07-25,True,412 days
3836,Mara Lúcia Martins Lopes,6712295,2020-03-27,True,6734326,2020-10-26,True,213 days
3837,Mara Tanelli,6633194,2017-06-05,True,6632900,2022-12-05,True,2009 days
3838,Marcela Muñoz Santis,6766996,2017-05-17,True,6768351,2021-07-29,True,1534 days
3839,Marcella Anselmo,6576212,2017-05-28,True,6569286,2022-11-08,True,1990 days
3840,Marcella Guarino,6747825,2020-02-22,True,6748975,2021-10-14,True,600 days
3841,Marcella S. R. Martins,6711711,2021-07-25,True,6711685,2021-10-14,True,81 days
3843,Marcia K. O'Malley,6780553,2020-04-01,True,6778018,2020-09-05,True,157 days
3844,Marcia Muller,6601161,2020-06-08,True,6604077,2021-10-14,True,493 days
3846,Maren Bennewitz,6777014,2017-05-18,True,6682148,2020-11-19,True,1281 days
3847,Marga Marcos,6634870,2016-05-17,True,6600822,2020-06-08,True,1483 days
3850,Margaret Kalacska,6621810,2021-06-16,True,6622008,2022-08-16,True,426 days
3853,Margaret McRorie,6725410,2020-04-24,True,6725022,2020-10-26,True,185 days
3854,Margaret W. Emsley,6728570,2020-02-03,True,6810613,2020-10-01,True,241 days
3855,Margaret Walls,6662972,2020-02-25,True,6667244,2021-10-14,True,597 days
3856,Margaretha Gansterer,6587680,2021-03-24,True,6586112,2021-06-01,True,69 days
3860,Margarida Romero,6765067,2020-07-16,True,6728457,2022-10-02,True,808 days
3861,Margarita Alonso Ramos,6755987,2021-02-17,True,6755190,2022-10-12,True,602 days
3862,Margarita Amor,6697928,2020-04-01,True,6672592,2020-10-02,True,184 days
3863,Margarita Mas,6640118,2020-06-18,True,6725814,2021-02-17,True,244 days
3864,Margaux Perrin,6623537,2020-10-26,True,6623443,2022-10-02,True,706 days
3867,Margherita Pagani,6754979,2020-08-03,True,6656500,2020-10-08,True,66 days
3868,Margherita Pero,6586188,2021-03-24,True,6585999,2021-10-14,True,204 days
3869,Margherita Zorzi,6627068,2020-07-14,True,6567742,2021-02-17,True,218 days
3870,Margit Voigt,6690058,2020-03-06,True,6666459,2021-04-22,True,412 days
3871,Margot Deruyck,6746719,2020-10-26,True,6747111,2021-04-23,True,179 days
3873,Margrit Schreier,6628716,2020-04-01,True,6628376,2020-05-13,True,42 days
3874,Mari Martiskainen,6655992,2020-10-26,True,6656751,2021-07-29,True,276 days
3878,Maria A. Munitsyna,6753727,2020-07-03,True,6754294,2022-04-21,True,657 days
3879,Maria A. Poltavtseva,6765764,2020-05-11,True,6765986,2022-08-16,True,827 days
3881,Maria A. Wimmer,6639677,2020-02-22,True,6622665,2020-08-25,True,185 days
3883,Maria Alessandra Torsello,6710109,2017-06-15,True,6640306,2020-06-18,True,1099 days
3884,Maria Alexandra Cunha,6579686,2021-05-19,True,6579978,2021-07-29,True,71 days
3885,Maria Andréia F. Rodrigues,6789876,2004-05-24,True,6789827,2007-03-02,True,1012 days
3886,Maria Angela Franceschini,6752122,2019-05-23,True,6764669,2022-06-02,True,1106 days
3887,Maria Antonia Brovelli,6719053,2020-08-25,True,6721056,2022-06-02,True,646 days
3890,Maria Antónia Carravilla,6642439,2017-06-05,True,6586642,2021-04-09,True,1404 days
3892,Maria Axenovich,6665306,2020-10-02,True,6664486,2022-01-03,True,458 days
3894,Maria Battarra,6792277,2020-06-08,True,6794123,2020-10-26,True,140 days
3895,Maria Bernadete de M. França,6607161,2020-06-08,True,6603550,2020-10-03,True,117 days
3896,Maria Bras-Amorós,6787517,2021-10-14,True,6640263,2022-01-03,True,81 days
3897,Maria C. A. S. Portela,6795671,2020-06-08,True,6794157,2020-06-15,True,7 days
3898,Maria C. Bottis,6629160,2020-04-01,True,6629507,2021-10-09,True,556 days
3900,Maria Calzarossa,6615685,2020-10-26,True,6614770,2021-10-14,True,353 days
3901,Maria Careri,6603068,2020-06-16,True,6609601,2023-01-17,True,945 days
3902,Maria Carmela di Piazza,6808955,2021-01-13,True,6805908,2021-01-18,True,5 days
3903,Maria Cecilia Verri,6736687,2022-04-09,True,6621914,2022-07-07,True,89 days
3906,Maria Chiara Carrozza,6776664,2017-05-18,True,6758965,2021-10-14,True,1610 days
3908,Maria Chudnovsky,6663755,2020-10-02,True,6664422,2021-10-14,True,377 days
3909,Maria Cláudia Cavalcanti,6716998,2021-11-30,True,6620062,2022-06-13,True,195 days
3910,Maria Colomba Comes,6600448,2021-04-29,True,6602644,2021-10-14,True,168 days
3911,Maria Conceição A. Silva Portela,6794939,2020-06-08,True,6793050,2022-02-01,True,603 days
3912,Maria Couceiro,6597022,2020-07-14,True,6669951,2020-10-02,True,80 days
3913,Maria Cristina Ferreira de Oliveira,6619858,2020-09-05,True,6619985,2022-06-13,True,646 days
3914,Maria Cristina Piccirilli,6811918,2020-05-22,True,6599106,2020-06-08,True,17 days
3915,Maria Cristina Pinotti,6669459,2020-10-02,True,6571471,2021-02-17,True,138 days
3916,Maria Danese,6751089,2021-10-14,True,6720173,2021-12-15,True,62 days
3917,Maria De Marsico,6694592,2020-02-19,True,6717985,2022-12-07,True,1022 days
3919,Maria Dolores Gil Montoya,6731092,2017-06-06,True,6713529,2021-11-09,True,1617 days
3920,Maria Domenica Di Benedetto,6632058,2017-06-05,True,6563886,2020-02-24,True,994 days
3924,Maria Elena Latino,6586963,2021-04-07,True,6657205,2022-03-16,True,343 days
3925,Maria Elena Valcher,6562012,2020-02-24,True,6632055,2022-12-05,True,1015 days
3926,Maria Fasli,6737310,2017-05-26,True,6735417,2021-10-14,True,1602 days
3927,Maria Fazio,6702128,2020-05-21,True,6693368,2022-02-08,True,628 days
3929,Maria Fox 0001,6611035,2021-11-02,True,6610768,2022-08-16,True,287 days
3931,Maria Francesca Costabile,6810444,2020-07-09,True,6663259,2021-05-14,True,309 days
3932,Maria Frucci,6739055,2018-11-30,True,6662177,2020-02-20,True,447 days
3933,Maria G. Martini,6583601,2020-03-27,True,6580389,2022-10-02,True,919 days
3936,Maria Gabriella Xibilia,6599263,2020-06-08,True,6603571,2021-06-28,True,385 days
3939,Maria Gradinariu Potop-Butucaru,6570422,2018-11-30,True,6672218,2020-10-02,True,672 days
3940,Maria Grazia Buscemi,6790551,2017-05-28,True,6572417,2021-02-17,True,1361 days
3941,Maria Grazia Gnoni,6738771,2018-11-14,True,6586184,2021-04-09,True,877 days
3942,Maria Grazia Speranza,6795676,2020-06-08,True,6566629,2021-02-17,True,254 days
3945,Maria Grigoriadou,6736214,2017-06-14,True,6699700,2022-10-02,True,1936 days
3947,Maria Hansson-Sandsten,6580789,2020-03-12,True,6764755,2020-09-02,True,174 days
3952,Maria Italia Gualtieri,6807363,2020-03-04,True,6805702,2021-03-24,True,385 days
3953,Maria J. Avedillo,6811322,2020-05-22,True,6811944,2020-05-27,True,5 days
3954,Maria J. Blesa,6636049,2012-08-23,True,6712344,2023-01-14,True,3796 days
3955,Maria J. Serna,6565337,2021-02-17,True,6567437,2021-06-01,True,104 days
3956,Maria Jesus Martin,6687997,2020-08-13,True,6687711,2022-10-02,True,780 days
3957,Maria Jose Montero-Simó,6710673,2019-10-19,True,6733048,2022-06-23,True,978 days
3958,Maria José Sousa,6790271,2020-10-26,True,6764990,2021-04-29,True,185 days
3960,Maria João Sousa,6736309,2019-10-19,True,6734625,2019-12-19,True,61 days
3964,Maria Kyropoulou,6772587,2020-02-24,True,6572713,2021-08-12,True,535 days
3965,Maria L. Gini,6776763,2019-06-02,True,6681771,2022-10-02,True,1218 days
3968,Maria Laura Costantino,6764155,2020-09-02,True,6761355,2022-01-03,True,488 days
3969,Maria Letizia Bertotti,6798431,2020-09-24,True,6796512,2022-04-09,True,562 days
3970,Maria Letizia Corradini,6632696,2017-05-28,True,6700673,2022-04-09,True,1777 days
3971,Maria Lindén,6709245,2019-10-12,True,6652060,2020-07-22,True,284 days
3973,Maria Luisa Casalicchio,6600531,2020-06-08,True,6602925,2021-05-19,True,345 days
3974,Maria Luisa Di Silvestre,6713482,2017-05-26,True,6701840,2020-05-21,True,1091 days
3976,Maria Luisa Merani,6678922,2020-08-25,True,6671441,2021-03-23,True,210 days
3978,Maria Luz Alvarez Gutierrez,6617880,2020-04-02,True,6704701,2020-05-21,True,49 days
3979,Maria M. Cerimele,6806356,2020-03-04,True,6809345,2022-10-20,True,960 days
3981,Maria Madlberger,6639537,2020-02-22,True,6613044,2020-05-27,True,95 days
3982,Maria Madonia,6576212,2017-05-28,True,6569286,2022-11-08,True,1990 days
3983,Maria Marcella Laganà,6684813,2020-02-22,True,6687162,2022-07-27,True,886 days
3984,Maria Meler-Kapcia,6745206,2017-05-26,True,6730706,2018-11-14,True,537 days
3985,Maria Meletiou-Mavrotheris,6613937,2020-03-10,True,6614000,2020-05-19,True,70 days
3986,Maria Montero,6804475,2017-05-26,True,6774646,2020-03-31,True,1040 days
3988,Maria Paola Bianchi,6568857,2017-11-06,True,6571062,2021-02-17,True,1199 days
3989,Maria Paola Scaparra,6791981,2020-06-08,True,6792196,2022-12-05,True,910 days
3990,Maria Papadaki,6579616,2021-07-29,True,6652867,2022-04-09,True,254 days
3992,Maria Pia Ciano,6586894,2021-03-23,True,6585887,2022-11-21,True,608 days
3993,Maria Pia Fanti,6617077,2020-04-02,True,6617879,2022-10-02,True,913 days
3994,Maria Pia Saccomani,6759623,2020-09-02,True,6799276,2020-09-24,True,22 days
3996,Maria Polukarov,6611688,2019-10-19,True,6611770,2020-03-27,True,160 days
3997,Maria Potop-Butucaru,6577449,2019-05-29,True,6566506,2023-01-05,True,1317 days
3999,Maria Q. Feng,6778217,2020-04-01,True,6610021,2021-04-09,True,373 days
4000,Maria R. Marques,6621939,2022-08-25,True,6621600,2022-12-05,True,102 days
4001,Maria Riccio,6604065,2020-06-08,True,6605760,2021-10-14,True,493 days
4003,Maria Romano,6684895,2020-02-22,True,6687084,2020-10-26,True,247 days
4006,Maria S. Plakhotnik,6786154,2021-04-29,True,6785937,2022-08-25,True,483 days
4009,Maria Samarakou,6736214,2017-06-14,True,6648883,2022-06-23,True,1835 days
4011,Maria Sandsten,6581361,2020-03-12,True,6582033,2020-12-29,True,292 days
4012,Maria Schuster,6760464,2020-09-02,True,6758365,2022-10-02,True,760 days
4013,Maria Semeniuk-Polkowska,6773246,2017-05-20,True,6773294,2018-11-02,True,531 days
4014,Maria Sicilia,6639264,2021-10-14,True,6639425,2022-10-02,True,353 days
4015,Maria Teresa Borges,6699650,2020-09-29,True,6649934,2022-06-10,True,619 days
4016,Maria Teresa Pazienza,6722509,2020-05-11,True,6620867,2020-05-19,True,8 days
4018,Maria Trocan,6676230,2020-08-25,True,6583777,2021-04-09,True,227 days
4019,Maria Tsourma,6728681,2021-10-14,True,6728577,2022-06-23,True,252 days
4021,Maria V. Kulikova,6633425,2017-06-05,True,6632052,2021-06-04,True,1460 days
4022,Maria Virvou,6643243,2017-05-17,True,6648329,2022-06-23,True,1863 days
4023,Maria Vyacheslavovna Kulikova,6632456,2021-06-04,True,6632467,2022-10-02,True,485 days
4024,Maria da Graça Ruano,6602513,2020-06-08,True,6686358,2022-12-07,True,912 days
4027,Maria del Carmen Pegalajar,6746261,2021-10-14,True,6742414,2022-04-09,True,177 days
4028,Maria del Carmen Pegalajar Jiménez,6742344,2021-01-14,True,6732639,2021-10-14,True,273 days
4030,Maria do Rosário de Pinho,6632706,2017-05-28,True,6563009,2020-02-24,True,1002 days
4033,Mariana A. Londe,6731639,2021-07-25,True,6711733,2022-12-16,True,509 days
4035,Mariana Daniel,6732294,2019-09-25,True,6745012,2022-12-07,True,1169 days
4036,Mariana Luderitz Kolberg,6681455,2022-08-08,True,6640732,2022-12-07,True,121 days
4039,Mariana Reyes-Prieto,6688612,2020-08-13,True,6688124,2020-12-29,True,138 days
4042,Mariane Comte,6647515,2020-03-06,True,6591128,2020-07-14,True,130 days
4043,Mariangela Sciandra,6625375,2020-05-10,True,6742988,2022-12-25,True,959 days
4044,Marianna Farmakis-Serebryakova,6720326,2020-08-25,True,6721450,2022-08-25,True,730 days
4045,Marianna Marra,6730333,2018-11-30,True,6585597,2021-04-09,True,861 days
4046,Marianna Meo,6687172,2020-02-22,True,6683777,2020-12-29,True,311 days
4047,Marianna Milano,6636568,2020-09-08,True,6636599,2021-07-29,True,324 days
4048,Marianne Delorme,6566113,2021-02-17,True,6573464,2021-10-14,True,239 days
4049,Marianne Huchard,6724453,2020-04-25,True,6723940,2021-02-17,True,298 days
4050,Marianne Kinnula,6598606,2020-06-05,True,6598391,2021-08-22,True,443 days
4051,Marianne Morillon,6766730,2017-05-17,True,6809926,2021-12-08,True,1666 days
4053,Marianne Schmid Daners,6758270,2020-09-02,True,6762590,2022-10-02,True,760 days
4056,Maribel Fernández,6566331,2021-02-17,True,6565521,2021-04-09,True,51 days
4057,Maribel Yasmina Santos,6720843,2020-09-05,True,6596350,2022-01-21,True,503 days
4058,Marie A. Bienkowski,6621176,2020-03-06,True,6620787,2020-05-19,True,74 days
4059,Marie Duflot,6616186,2020-02-22,True,6566222,2021-02-17,True,361 days
4060,Marie Duzí,6726697,2021-02-17,True,6756574,2022-06-23,True,491 days
4061,Marie Eneman,6622715,2022-06-29,True,6690957,2022-08-04,True,36 days
4062,Marie Ferbus-Zanda,6768215,2017-05-17,True,6575360,2021-02-17,True,1372 days
4063,Marie Guéguin,6580932,2020-03-12,True,6759154,2020-09-02,True,174 days
4064,Marie Husková,6626539,2020-05-10,True,6725593,2021-02-17,True,283 days
4067,Marie-Pierre Béal,6567094,2017-05-28,True,6573041,2021-10-14,True,1600 days
4069,Marie-Pierre Rols,6760638,2020-09-02,True,6763892,2022-11-13,True,802 days
4071,Marieke K. van Vugt,6708099,2020-10-01,True,6707584,2022-12-07,True,797 days
4072,Mariel Alfaro-Ponce,6738105,2020-03-27,True,6735504,2022-10-02,True,919 days
4074,Marielle Christiansen,6792734,2020-06-22,True,6791843,2020-08-31,True,70 days
4075,Mariette Awad,6709128,2018-11-30,True,6691490,2020-03-06,True,462 days
4076,Marija Bacauskiene,6659974,2020-02-20,True,6739386,2020-10-26,True,249 days
4078,Marija Milosevic,6809372,2020-03-04,True,6807465,2022-06-20,True,838 days
4079,Marija Popovic,6777803,2022-12-07,True,6680229,2023-01-15,True,39 days
4081,Mariko Nakano-Miyatake,6685550,2020-09-05,True,6757344,2022-11-11,True,797 days
4082,Mariko Yasugi,6767582,2017-05-17,True,6568468,2021-02-17,True,1372 days
4083,Marilena Barnabei,6638169,2019-08-01,True,6565969,2021-02-17,True,566 days
4084,Marilena Mitrouli,6641619,2020-04-25,True,6625875,2022-10-02,True,890 days
4085,Marilena Vendittelli,6777481,2017-06-05,True,6777318,2021-09-23,True,1571 days
4086,Marilyn A. Walker,6610802,2019-01-21,True,6611730,2020-12-29,True,708 days
4087,Marilyn Anne Campbell,6773455,2020-03-31,True,6774408,2020-12-29,True,273 days
4091,Marina Dana Topa,6812302,2021-09-23,True,6811199,2022-01-05,True,104 days
4092,Marina Groshaus,6664581,2020-10-02,True,6571860,2021-02-17,True,138 days
4093,Marina Indri,6632491,2017-05-28,True,6705854,2020-05-21,True,1089 days
4094,Marina Ivanova,6587599,2021-04-07,True,6587139,2021-04-09,True,2 days
4095,Marina Jirotka,6629238,2020-04-01,True,6598031,2020-06-05,True,65 days
4097,Marina L. Gavrilova,6750866,2020-03-06,True,6655365,2022-06-23,True,839 days
4098,Marina L. Kleptsyna,6563654,2020-02-24,True,6754190,2020-07-03,True,130 days
4100,Marina Litvak,6730289,2021-10-29,True,6756635,2022-06-23,True,237 days
4102,Marina Mongiello,6611844,2019-01-21,True,6699360,2020-08-25,True,582 days
4103,Marina Moscarini,6573343,2020-01-07,True,6572130,2022-01-12,True,736 days
4104,Marina Núñez,6770787,2020-02-24,True,6771223,2021-10-14,True,598 days
4105,Marina Paolanti,6681998,2020-02-24,True,6745695,2020-10-26,True,245 days
4107,Marina Ribaudo,6615458,2020-02-22,True,6614962,2021-10-14,True,600 days
4108,Marina V. Chukalina,6753384,2020-12-29,True,6754798,2022-06-28,True,546 days
4111,Marina Vannucci,6625034,2020-05-10,True,6601377,2020-06-08,True,29 days
4113,Marina Zapater,6673884,2020-10-02,True,6696219,2022-10-02,True,730 days
4114,Marinella Petrocchi,6753182,2021-05-12,True,6702265,2022-10-18,True,524 days
4115,Marinella Sciortino,6570257,2017-05-28,True,6566379,2021-02-17,True,1361 days
4117,Marion Jaud,6718534,2021-10-14,True,6721936,2022-01-03,True,81 days
4119,Marion Matters,6683300,2020-05-22,True,6683487,2022-08-16,True,816 days
4120,Marion Oswald,6572703,2021-10-14,True,6566570,2022-07-27,True,286 days
4122,Maris G. Martinsons,6584642,2021-06-09,True,6584621,2022-06-10,True,366 days
4123,Maris Tõnso,6562124,2020-02-24,True,6726428,2021-02-17,True,359 days
4125,Marisa Gutierrez,6574542,2020-03-27,True,6620107,2020-05-20,True,54 days
4126,Marisa López-Vallejo,6670941,2020-10-26,True,6812312,2021-12-24,True,424 days
4127,Marisa Navarro,6578628,2018-08-11,True,6565317,2021-02-17,True,921 days
4128,Marisa Venturini Zilli,6690076,2020-03-06,True,6565688,2021-02-17,True,348 days
4130,Marisol B. Correia,6800956,2020-09-24,True,6566101,2021-02-17,True,146 days
4131,Marisol García-Valls,6635755,2014-08-05,True,6669057,2020-10-02,True,2250 days
4132,Marisol Monterrubio Velasco,6756457,2022-06-10,True,6756627,2022-10-02,True,114 days
4133,Maristella Matera,6619345,2020-03-12,True,6619402,2022-04-09,True,758 days
4135,Maritta Heisel,6642374,2017-05-18,True,6753179,2020-06-08,True,1117 days
4136,Mariya A. Sodenkamp,6795748,2020-06-08,True,6713610,2020-10-26,True,140 days
4137,Mariya Gubareva,6796973,2020-09-24,True,6797435,2022-09-26,True,732 days
4138,Mariya S. Ushakova,6766036,2020-05-11,True,6765205,2022-02-23,True,653 days
4139,Marjeta Krajnc,6806597,2020-03-04,True,6787932,2021-02-17,True,350 days
4140,Marjolein C. J. Caniëls,6656407,2020-10-26,True,6655886,2022-10-24,True,728 days
4141,Marjolijn L. Antheunis,6775278,2020-05-30,True,6691770,2022-11-07,True,891 days
4142,Marjorie Skubic,6777391,2017-05-18,True,6759580,2020-09-02,True,1203 days
4146,Marley M. B. R. Vellasco,6713108,2021-10-14,True,6713680,2022-10-02,True,353 days
4147,Marley Maria Bernardes Rebuzzi Vellasco,6733756,2021-02-23,True,6699278,2022-10-02,True,586 days
4148,Marlies Bitter-Rijpkema,6668278,2020-07-09,True,6650153,2022-05-17,True,677 days
4150,Marlis Hochbruck,6789061,2019-02-21,True,6807316,2020-03-04,True,377 days
4151,Marlo Souza,6620261,2020-05-20,True,6576412,2021-07-25,True,431 days
4152,Marni Mishna,6637981,2019-08-07,True,6568819,2021-02-17,True,560 days
4153,Marta Biancardi,6655098,2021-10-14,True,6654868,2022-08-25,True,315 days
4154,Marta Bílková,6572501,2021-02-17,True,6717571,2022-10-02,True,592 days
4157,Marta Cialdea,6768214,2017-05-17,True,6568563,2021-02-17,True,1372 days
4160,Marta Disegna,6738669,2017-06-06,True,6745803,2023-01-15,True,2049 days
4161,Marta Esther Vicente,6756158,2021-02-17,True,6757283,2022-06-23,True,491 days
4163,Marta Ferrer-García,6775197,2020-03-31,True,6775807,2022-10-02,True,915 days
4164,Marta Gandolla,6607147,2020-06-08,True,6681623,2022-04-09,True,670 days
4165,Marta Herva,6712127,2018-11-30,True,6743807,2020-10-26,True,696 days
4166,Marta Indulska,6584986,2020-05-14,True,6584885,2022-06-23,True,770 days
4168,Marta Kuzma,6719935,2020-08-25,True,6722339,2021-06-01,True,280 days
4169,Marta Kwiatkowska,6572923,2020-02-04,True,6578719,2022-08-16,True,924 days
4170,Marta Marrón,6599243,2022-01-20,True,6680811,2022-10-02,True,255 days
4171,Marta Mattoso,6789769,2005-01-05,True,6716885,2021-11-30,True,6173 days
4172,Marta Menegoli,6586963,2021-04-07,True,6657205,2022-03-16,True,343 days
4173,Marta Moltedo,6681696,2020-12-29,True,6761687,2022-03-15,True,441 days
4174,Marta Parazzini,6662159,2020-02-20,True,6759756,2020-10-26,True,249 days
4176,Marta Pietkiewicz-Koutny,6573722,2017-05-28,True,6577152,2022-05-13,True,1811 days
4178,Marta R. Costa-jussà,6610990,2019-04-03,True,6756367,2022-08-16,True,1231 days
4179,Marta Rey-López,6730796,2018-11-14,True,6740901,2020-03-27,True,499 days
4180,Marta Reznáková,6708402,2017-05-26,True,6708593,2018-06-01,True,371 days
4181,Marta Ruiz Costa-jussà,6611011,2022-05-12,True,6756787,2022-06-10,True,29 days
4182,Marta Rukoz,6660933,2020-02-20,True,6619870,2020-05-20,True,90 days
4183,Marta Sagastume,6766409,2017-05-17,True,6809875,2021-12-08,True,1666 days
4184,Marta Sapena,6662947,2020-06-16,True,6662717,2021-05-14,True,332 days
4186,Marta Villegas,6756048,2021-02-17,True,6755680,2022-10-12,True,602 days
4187,Marta Z. Kwiatkowska,6650533,2020-04-16,True,6568111,2021-02-17,True,307 days
4189,Martha E. Pollack,6776824,2017-05-18,True,6620841,2020-05-19,True,1097 days
4190,Martha Escobar-Molano,6663542,2020-02-25,True,6565946,2021-02-17,True,358 days
4192,Martha García-Murillo,6579766,2020-08-24,True,6795177,2020-09-05,True,12 days
4193,Martha Lewis,6576215,2020-10-26,True,6590969,2020-12-29,True,64 days
4194,Martha Mendoza,6710295,2018-06-01,True,6737882,2019-05-29,True,362 days
4195,Marthe Bonamy,6664133,2020-10-02,True,6666064,2021-08-13,True,315 days
4196,Marthe Kassouf,6704831,2020-05-21,True,6705009,2021-12-15,True,573 days
4199,Martina Calzavara,6587490,2021-03-23,True,6585355,2022-11-13,True,600 days
4200,Martina Capuzzo,6702974,2021-07-13,True,6582519,2022-12-05,True,510 days
4201,Martina Danková,6727614,2021-02-17,True,6641124,2022-10-02,True,592 days
4205,Martina Kubitzke,6637464,2019-07-31,True,6638283,2019-11-28,True,120 days
4206,Martina Mancinelli,6687344,2021-07-29,True,6683759,2022-11-09,True,468 days
4207,Martina Olliaro,6745380,2022-08-25,True,6737848,2022-12-06,True,103 days
4209,Martina Seidl,6598659,2020-06-05,True,6724286,2021-02-17,True,257 days
4210,Martina Vettoretti,6759382,2020-09-02,True,6759998,2022-01-03,True,488 days
4211,Martina Ziefle,6697091,2020-07-09,True,6667631,2023-01-17,True,922 days
4212,Martina Zitterbart,6614994,2020-02-22,True,6647325,2020-09-08,True,199 days
4213,Martine Lienard,6781513,2020-07-30,True,6658467,2020-09-15,True,47 days
4215,Marwa Jouini,6797674,2020-10-26,True,6653114,2021-12-25,True,425 days
4216,Maryam Alavi,6589774,2020-05-20,True,6692285,2020-10-01,True,134 days
4217,Maryam Allahyar,6740423,2018-11-30,True,6743351,2019-04-09,True,130 days
4218,Maryam Amir Haeri,6709842,2018-11-30,True,6668654,2020-09-01,True,641 days
4220,Maryam Daneshmand-Mehr,6792948,2021-10-14,True,6800905,2022-12-05,True,417 days
4221,Maryam Dialameh,6733603,2017-12-28,True,6658682,2022-01-03,True,1467 days
4222,Maryam Imani,6694084,2020-02-19,True,6686974,2022-08-16,True,909 days
4223,Maryam Lotfian,6721277,2021-06-01,True,6719562,2021-09-16,True,107 days
4224,Maryam Monemian,6605274,2020-12-17,True,6602297,2023-01-17,True,761 days
4226,Maryam Najimi,6782325,2020-07-30,True,6781640,2020-08-26,True,27 days
4227,Maryam Norouzi,6600708,2021-04-29,True,6599198,2022-03-15,True,320 days
4229,Maryam Rajabzadeh Asaar,6782244,2020-07-30,True,6781707,2021-10-14,True,441 days
4230,Maryam Ramezani,6739240,2017-06-14,True,6612407,2022-01-08,True,1669 days
4231,Maryam Ravan,6762786,2020-09-02,True,6762266,2021-04-07,True,217 days
4232,Maryam S. Mirian,6691049,2020-10-26,True,6684186,2022-12-07,True,772 days
4233,Maryam S. Nuser,6668698,2020-09-01,True,6627368,2022-06-23,True,660 days
4234,Maryam Sharifi,6632939,2020-05-22,True,6653190,2022-07-25,True,794 days
4236,Maryam Shojaei Baghini,6746868,2020-02-22,True,6674237,2020-08-25,True,185 days
4237,Maryam Shojaeifard,6687076,2020-02-22,True,6687077,2020-03-27,True,34 days
4238,Maryam Shokri,6709500,2017-05-26,True,6709419,2017-06-05,True,10 days
4240,Maryam Zekri,6715899,2019-10-19,True,6654093,2021-12-25,True,798 days
4241,Maryann E. Martone,6627706,2020-05-28,True,6628330,2020-12-29,True,215 days
4242,Marylyn D. Ritchie,6715205,2018-11-14,True,6712302,2019-09-25,True,315 days
4243,Marzena Bielecka,6690525,2013-01-07,True,6710044,2020-10-26,True,2849 days
4245,Marzena Kryszkiewicz,6773250,2017-05-20,True,6773343,2021-01-06,True,1327 days
